GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "17300","Clarksville, TN-KY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.661,71.071,73.280,79.073,86.892,91.131,89.409,91.144,90.873,94.393,99.483,100.000,97.660,96.314,96.678,95.064,94.907,95.678,96.907,95.448
 "17300","Clarksville, TN-KY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5955243,6601683,6993728,7742774,8743151,9449185,9580877,9942085,10201017,10719075,11459221,11714681,11644365,11739973,12078229,12025878,12191645,12550113,13009385,13091330
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3348353,3505126,3533208,3754351,3784153,3727480,3744646,3781557,3704860,3860960,3907058,4370203,4441104,4367179,4431297,4271501,4280756,4267791,4246253,4208204
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.618,80.205,80.848,85.908,86.590,85.293,85.686,86.530,84.775,88.347,89.402,100.000,101.622,99.931,101.398,97.741,97.953,97.657,97.164,96.293
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2616115,2788989,2834599,3058223,3153730,3187673,3291298,3422274,3520839,3681730,3776142,4370203,4531470,4531140,4714195,4617242,4669475,4745656,4841179,4910599
 "17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",106395762,107794041,109582370,112171519,115183235,115199019,115243020,114119345,106620603,107682264,109633754,110449446,110725664,112901278,113215933,113544724,114577533,117229698,119388022,114297702
 "17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.330,97.596,99.215,101.559,104.286,104.300,104.340,103.323,96.533,97.495,99.261,100.000,100.250,102.220,102.505,102.802,103.738,106.139,108.093,103.484
 "17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",84075576,86587918,89678617,94065688,99275439,102486307,105449349,106089610,100868441,103071161,107030320,110449446,112872376,117358397,120453851,122564223,125772276,131869832,137159236,133625837
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3456795,3528914,3683118,3978816,4366120,4565234,4774355,4786125,4418018,4615565,4475695,4549770,4934304,5032654,5065926,5293700,5452635,5763071,5844703,5752227
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.977,77.562,80.952,87.451,95.964,100.340,104.936,105.195,97.104,101.446,98.372,100.000,108.452,110.613,111.345,116.351,119.844,126.667,128.461,126.429
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2699433,2806679,2985030,3323110,3765645,4078267,4397932,4481875,4219785,4446275,4375493,4549770,5031839,5248214,5385225,5706668,5998363,6501148,6753391,6798702
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7042062,7383266,7660459,7803555,8452417,9180465,9970552,10412466,11253661,10681221,10472961,10588541,11348838,12080591,12846206,12906036,13459278,13870276,14383188,14188180
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.506,69.729,72.347,73.698,79.826,86.702,94.164,98.337,106.282,100.875,98.908,100.000,107.180,114.091,121.322,121.887,127.112,130.993,135.837,133.996
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5103399,5303260,6030778,6516474,7756143,8648004,9782558,11669473,10020182,10399505,10652956,10588541,11751138,12651598,11805674,11735967,12792415,13799982,14150273,13601993
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",24619415,24675477,24969721,25389212,26677997,27072513,27789102,27819645,27900472,28570280,29299541,29544337,29951471,30159000,30399355,30822605,31943256,33034362,34045585,34003714
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.330,83.520,84.516,85.936,90.298,91.634,94.059,94.162,94.436,96.703,99.171,100.000,101.378,102.080,102.894,104.327,108.120,111.813,115.236,115.094
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",20269735,20702790,21276958,22042969,23749440,24738903,25990000,26332763,26955253,27774835,28834947,29544337,30464200,31250140,32142176,33037376,34730325,36655857,38646470,39502377
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6816147,6940201,7122526,7388903,7572146,7676093,7635782,7765628,7734548,7861768,8024623,8257173,8508923,8526077,8697980,8756562,8959903,9038646,9394972,9391746
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.548,84.051,86.259,89.485,91.704,92.963,92.475,94.047,93.671,95.211,97.184,100.000,103.049,103.257,105.338,106.048,108.511,109.464,113.780,113.740
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5206749,5423734,5686762,6086253,6422801,6732263,6933773,7190483,7325607,7554414,7831835,8257173,8721008,8916525,9312511,9512537,9873457,10201147,10853603,11119352
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",28054576,28551678,29514736,30863780,31742068,32980010,33924409,33870022,32995183,33114928,33158453,33020513,33842903,35028576,35976016,36925452,37297912,37815149,38325445,37848198
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.961,86.466,89.383,93.469,96.128,99.877,102.737,102.573,99.923,100.286,100.418,100.000,102.491,106.081,108.951,111.826,112.954,114.520,116.066,114.620
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",21789960,22596124,23821702,25596671,27108223,29109366,30823875,31362775,31508093,31872871,32396201,33020513,34575363,36530026,38377782,39875639,40812894,42300244,43886301,44358414
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11131298,11448014,11450692,11618303,11892881,12155398,12543499,12549237,12656412,12870872,13072588,13223474,12980558,12946376,13007853,12809407,12933528,12909260,13116520,12917984
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.178,86.573,86.594,87.861,89.938,91.923,94.858,94.901,95.712,97.334,98.859,100.000,98.163,97.904,98.369,96.869,97.807,97.624,99.191,97.690
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8739933,9206835,9414723,9809525,10338043,10903513,11576875,11755465,12027683,12445705,12807439,13223474,13254136,13540841,13934784,13989374,14398313,14797977,15360162,15459426
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3592314,3488337,3658747,3934847,4179120,4549382,5093263,5331660,4384006,5286815,5438197,5944569,6233867,5944979,5754567,5651578,5646810,6089152,6040912,5579423
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",60.430,58.681,61.548,66.192,70.301,76.530,85.679,89.690,73.748,88.935,91.482,100.000,104.867,100.007,96.804,95.071,94.991,102.432,101.621,93.857
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3017508,2965536,3136684,3401978,3687225,4059428,4650610,4900828,4311670,5111420,5246471,5944569,6420635,6265121,6342241,6343354,6336568,6867450,7034455,6639828
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",84663759,85964187,87651782,90999553,94236566,94568334,95866057,94645989,91720319,94509349,98191024,101853495,104567264,107732032,109401014,111826269,114836459,116945106,119873627,117134101
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.123,84.400,86.057,89.344,92.522,92.847,94.122,92.924,90.051,92.790,96.404,100.000,102.664,105.772,107.410,109.791,112.747,114.817,117.692,115.003
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",67976980,70239248,72820090,77366249,82067794,84579304,88161194,88377763,87538618,91044036,95872717,101853495,106767899,112174074,116754359,121360811,126295171,131461913,137648916,137259944
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",18033335,17926699,18556333,19877205,18843000,19435295,20734404,19772928,19442901,20667946,21316965,21256084,21611011,20229391,20199245,19796740,20532440,21394409,22260557,21566498
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.838,84.337,87.299,93.513,88.648,91.434,97.546,93.022,91.470,97.233,100.286,100.000,101.670,95.170,95.028,93.134,96.596,100.651,104.726,101.460
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11677662,11590826,12693040,14284159,14734445,15913619,17696979,17321169,16445366,18333458,20652113,21256084,21527623,20415109,20396231,19601664,21233095,23399722,23922537,22320491
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2658010,2686867,2733168,2857634,3043464,3307810,3564994,3761790,3669380,3812300,3943347,3895460,3740567,3718874,3751453,3872863,4007832,4226017,4245769,4142751
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",68.234,68.974,70.163,73.358,78.129,84.915,91.517,96.569,94.196,97.865,101.229,100.000,96.024,95.467,96.303,99.420,102.885,108.486,108.993,106.348
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2576174,2607308,2652969,2811961,3005279,3275180,3548119,3682703,3617137,3750103,3891379,3895460,3812898,3847025,3958986,4133165,4333087,4648467,4759249,4751657
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8704456,9404356,10209968,11300582,12099137,12101146,12003871,11362125,10895677,10714721,10784404,11359563,11639891,11814713,12090040,12565789,13059431,13409629,14204294,14171805
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.627,82.788,89.880,99.481,106.511,106.528,105.672,100.023,95.916,94.323,94.937,100.000,102.468,104.007,106.431,110.619,114.964,118.047,125.043,124.757
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6686149,7443687,8296989,9448353,10457483,10825407,11067231,10657773,10448228,10367052,10581673,11359563,11851926,12274198,12863358,13587658,14340998,15045683,16324457,16677447
 "19060","Cumberland, MD-WV (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3231020,3263568,3228640,3209455,3185392,3161442,3134301,3239920,3229069,3442707,3426666,3403834,3312586,3304001,3357595,3505168,3394936,3424727,3428539,3315175
 "19060","Cumberland, MD-WV (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.923,95.879,94.853,94.289,93.582,92.879,92.081,95.184,94.866,101.142,100.671,100.000,97.319,97.067,98.642,102.977,99.739,100.614,100.726,97.395
 "19060","Cumberland, MD-WV (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2490291,2563705,2583681,2634176,2699060,2779196,2838257,2999893,3100231,3330761,3361893,3403834,3392004,3460902,3593131,3793921,3728994,3840078,3940844,3905447
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",273531523,281690659,285517893,302019260,317440735,342705521,354614438,357232392,346156191,352860506,365601169,377846407,388536307,402787824,422048089,435497728,451716926,470511767,487604849,477022901
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.392,74.552,75.565,79.932,84.013,90.700,93.851,94.544,91.613,93.387,96.759,100.000,102.829,106.601,111.698,115.258,119.550,124.525,129.048,126.248
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",227080475,236415902,243606207,263007684,284629814,314651882,332946793,343969797,327718816,340179679,359386458,377846407,396428072,417730688,438084248,456712675,480906203,511962537,540633961,534807251
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5779365,6040699,6117093,6812153,7115345,7037943,6991097,6641067,5987314,5721066,5773220,5974576,5901604,6058659,6246707,6477648,6489291,6413292,6465449,6289793
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.733,101.107,102.385,114.019,119.094,117.798,117.014,111.155,100.213,95.757,96.630,100.000,98.779,101.407,104.555,108.420,108.615,107.343,108.216,105.276
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4892122,5138290,5163742,5772438,6096868,6180696,6249304,5998512,5672007,5478159,5715580,5974576,5978454,6245860,6586817,6911402,6963559,7005960,7205178,7095087
 "19180","Danville, IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2830502,2928942,3049688,3185689,3119654,3246385,3212199,3230933,3037577,3034548,3071758,3131054,3153906,3100438,3026740,2976307,3019062,3007613,2999161,2920343
 "19180","Danville, IL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.401,93.545,97.401,101.745,99.636,103.683,102.592,103.190,97.014,96.918,98.106,100.000,100.730,99.022,96.668,95.058,96.423,96.057,95.788,93.270
 "19180","Danville, IL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2138462,2259507,2400211,2573577,2586422,2766606,2832393,2917405,2832467,2864051,2984236,3131054,3214535,3201575,3189923,3162684,3257880,3310257,3365096,3330069
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4007706,4193288,4426472,4912303,5502688,5673657,5852051,5569570,5328816,5381575,5372338,5426597,5678991,5775601,5992794,6266434,6453588,6799715,7134734,6985901
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.853,77.273,81.570,90.523,101.402,104.553,107.840,102.635,98.198,99.170,99.000,100.000,104.651,106.431,110.434,115.476,118.925,125.303,131.477,128.734
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3103811,3324970,3580381,4084320,4725286,5049308,5372797,5202606,5095994,5180738,5240401,5426597,5814676,6048275,6450841,6894264,7234909,7800827,8416995,8484931
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",16881911,16804058,17284241,18335362,18766845,18827676,19035797,19509878,18638154,19257302,19909370,20552256,19918013,19955294,19593979,19324537,19543605,19518465,19670736,19268250
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.141,81.763,84.099,89.213,91.313,91.609,92.621,94.928,90.687,93.699,96.872,100.000,96.914,97.095,95.337,94.026,95.092,94.970,95.711,93.752
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",13105699,13277604,13920706,15238465,16071714,16693578,17421020,18160461,17829656,18552771,19500810,20552256,20320917,20772234,20777188,20690116,21247702,21680892,22297014,22113191
 "19430","Dayton-Kettering, OH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",35306055,36172040,36771685,37761693,38163574,38020717,37172888,36197118,34207854,35095174,36090990,35901811,35993744,36359630,36693213,37232925,38303002,39237106,40187361,38765740
 "19430","Dayton-Kettering, OH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",98.341,100.753,102.423,105.180,106.300,105.902,103.540,100.823,95.282,97.753,100.527,100.000,100.256,101.275,102.204,103.708,106.688,109.290,111.937,107.977
 "19430","Dayton-Kettering, OH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",28766403,29927416,30895353,32341276,33444185,34135141,34253921,33774759,32713963,33864859,35317573,35901811,36695899,37771886,39057766,40227372,41894166,43757047,45834105,45157246
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4866179,4807082,5193484,5878504,5551604,5634553,5815820,5618039,5503370,5566129,5363741,5371275,5388952,5443952,5334927,5428838,5510700,5606554,5634702,5614182
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.596,89.496,96.690,109.443,103.357,104.902,108.276,104.594,102.459,103.628,99.860,100.000,100.329,101.353,99.323,101.072,102.596,104.380,104.904,104.522
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3765677,3774059,4128030,4805578,4668178,4935222,5242020,5208065,5222134,5336189,5247742,5371275,5506436,5700905,5697631,5859327,6074204,6347553,6498273,6527140
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5571513,5573614,5656991,5837223,5922448,5973383,6131875,6464974,6428163,6493232,6613363,6476234,6954656,7176098,7356235,6873997,6161686,6071453,5890375,5589315
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.030,86.063,87.350,90.133,91.449,92.235,94.683,99.826,99.258,100.262,102.117,100.000,107.387,110.807,113.588,106.142,95.143,93.750,90.954,86.305
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4373372,4483910,4614139,4830330,5024900,5165727,5416177,5871731,6149170,6230685,6363601,6476234,7109567,7547546,8032199,7676583,6878534,6825886,6807531,6660252
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",13431011,14518030,15702570,17111921,17705385,18270697,18610999,17494319,16290252,16179129,16015300,16342754,16367045,16837611,17245094,17956487,18559604,19101327,19473772,19208435
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.183,88.835,96.083,104.706,108.338,111.797,113.879,107.046,99.679,98.999,97.996,100.000,100.149,103.028,105.521,109.874,113.565,116.879,119.158,117.535
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10453729,11547998,12743846,14278233,15231180,16265816,17094273,16342837,15655243,15627574,15691813,16342754,16730473,17573581,18431296,19508876,20497101,21514570,22505142,22808084
 "19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",134531914,134766071,135055202,135615352,141128010,143493648,149694436,149718206,145069957,147943711,150562510,154899048,161006895,167765135,176211434,180035909,185621550,193772375,202451869,196695234
 "19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.851,87.003,87.189,87.551,91.110,92.637,96.640,96.655,93.655,95.510,97.200,100.000,103.943,108.306,113.759,116.228,119.834,125.096,130.699,126.983
 "19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",107439627,109575857,111826233,115122352,123337590,129242845,138503714,140775522,138281399,142517164,147392855,154899048,164035645,173826485,184611894,190857987,199940107,213146127,227259597,223145760
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",28301518,28636667,31027401,34069625,36676585,36291377,40100184,36020816,35560977,36151551,36229656,38521007,37500081,41897403,45259208,46488366,45723944,46241899,47274159,47733267
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.470,74.340,80.547,88.444,95.212,94.212,104.100,93.510,92.316,93.849,94.052,100.000,97.350,108.765,117.492,120.683,118.699,120.043,122.723,123.915
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",22578791,23298338,25828483,29117083,32138989,32668430,36972969,33541939,33700116,34722557,35361865,38521007,38334147,43726163,48262769,50419987,50094036,52055782,54172959,56234885
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",220103043,225105490,229156545,230222174,234960445,228600425,226462359,210963434,187251972,199338084,207487664,214466104,218446099,221199625,224592455,228598751,230437354,235130199,234406080,220765119
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.628,104.961,106.850,107.347,109.556,106.590,105.594,98.367,87.311,92.946,96.746,100.000,101.856,103.140,104.722,106.590,107.447,109.635,109.297,102.937
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",183631750,189758888,195514600,199896716,207683075,205798528,208806522,196311117,180912710,192776355,202095135,214466104,222515528,229737851,240955705,248634639,253209612,262062996,266607882,254533015
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4593071,4808773,4870437,5049534,5177562,5280845,5276747,5101115,4946852,4928718,4942643,5017405,5226111,5286578,5378030,5624726,5765811,5781125,5893197,5670087
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.543,95.842,97.071,100.640,103.192,105.251,105.169,101.668,98.594,98.232,98.510,100.000,104.160,105.365,107.187,112.104,114.916,115.221,117.455,113.008
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3631118,3839353,3978320,4237823,4446306,4670386,4810172,4729947,4747249,4760186,4845960,5017405,5359300,5560796,5760832,6072868,6330644,6496022,6810109,6678286
 "20100","Dover, DE (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5751642,5892618,6083096,6714274,6699298,6833742,6856934,6867954,7169830,6973931,6893268,6537121,6501021,6661547,6773193,6834253,6811917,7128085,7681601,7646121
 "20100","Dover, DE (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.984,90.141,93.055,102.710,102.481,104.537,104.892,105.061,109.679,106.682,105.448,100.000,99.448,101.903,103.611,104.545,104.204,109.040,117.507,116.965
 "20100","Dover, DE (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4335502,4555693,4815521,5485887,5638900,5951578,6178191,6325089,6780230,6685728,6736068,6537121,6654642,6954228,7234349,7398762,7497856,8012921,8830822,8973785
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3606536,3771663,3942692,4386502,4688072,4807606,5027902,4791400,4493060,4839884,4815161,5480207,5161275,5607736,5705727,5511481,5791772,5811398,5985867,5801448
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.810,68.823,71.944,80.043,85.546,87.727,91.747,87.431,81.987,88.316,87.865,100.000,94.180,102.327,104.115,100.571,105.685,106.043,109.227,105.862
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2907105,3086510,3278339,3719996,4074542,4272585,4590540,4431799,4312264,4646088,4682536,5480207,5293533,5868557,6109003,5984340,6364550,6506459,6874113,6816868
